Date,Ticker,Open,High,Low,Close,Volume,sentiment,return,ma_5,ma_10,volatility_5,sentiment_lag1,sentiment_ma3,target,pred,strategy_return,buy_hold_return
2026-01-13,AAPL,258.24022168851656,261.3244878277737,257.9108470550362,260.5658874511719,45730800,0.0,0.003073874731586601,259.52582397460935,264.07037658691405,0.005052248751905141,0.0,0.0,0,0,0.0,-0.004175458991876879
2026-01-14,AAPL,259.0087756526009,261.334471811998,256.2339322781376,259.4779052734375,40019400,0.0,-0.004175458991876879,259.45196533203125,262.76080932617185,0.004005758432561007,0.0,0.0,0,0,0.0,-0.0067318453757286845
2026-01-15,AAPL,260.1666175851947,260.5559089501236,256.5732877053955,257.73114013671875,39388600,0.0,-0.0067318453757286845,259.28626708984376,261.39833984375,0.004564264383935121,0.0,0.0,0,0,0.0,-0.01037904480746421
2026-01-16,AAPL,257.4217372195352,258.41988279267105,254.45724364888235,255.0561370849609,72142800,0.0,-0.01037904480746421,258.519692993164,259.8532119750977,0.00607275543431588,0.0,0.0,0,0,0.0,-0.03455564430294311
2026-01-20,AAPL,252.26132447540704,254.31750190322293,242.9685916985444,246.2425079345703,80267500,0.0,-0.03455564430294311,255.81471557617186,257.801025390625,0.014292683083666772,0.0,0.0,1,1,0.0038508468560267684,0.0038508468560267684
2026-01-21,AAPL,248.2388060412761,251.09350304772093,244.72532928784557,247.1907501220703,54641700,0.0,0.0038508468560267684,253.13968811035156,256.33275604248047,0.014480870833251355,0.0,0.0,1,0,0.0,0.002826561879143208
2026-01-22,AAPL,248.737864640942,250.5345296526772,247.68980878155543,247.8894500732422,39708300,0.0,0.002826561879143208,250.8219970703125,255.13698120117186,0.015533424066086847,0.0,0.0,0,0,0.0,-0.0012482700788881695
2026-01-23,AAPL,246.8613663013417,248.94748685874612,244.22624741136653,247.58001708984372,41689000,0.0,-0.0012482700788881695,248.7917724609375,254.0390197753906,0.015922123544970593,0.0,0.0,1,1,0.0297129735567756,0.0297129735567756
2026-01-26,AAPL,251.01363570547156,256.0842168676608,249.336758511775,254.9363555908203,55969200,0.0,0.0297129735567756,248.76781616210937,253.6437545776367,0.022919757926351973,0.0,0.0,1,1,0.011197539980376536,0.011197539980376536
2026-01-27,AAPL,258.68937090303496,261.46421404872183,257.73112933459527,257.791015625,49648300,0.0,0.011197539980376536,251.0775177001953,253.44611663818358,0.012279552901786936,0.0,0.0,0,0,0.0,-0.007085403423770176
2026-01-28,AAPL,257.17220993748055,258.3799575946877,254.0380333360145,255.96446228027344,41288000,0.0,-0.007085403423770176,252.83226013183594,252.98597412109376,0.014294370375344633,0.0,0.0,1,1,0.007175070687510443,0.007175070687510443
2026-01-29,AAPL,257.52154586161765,259.16847988830324,253.93820707645816,257.801025390625,67253000,0.0,0.007175070687510443,254.8145751953125,252.8182861328125,0.014101822375369886,0.0,0.0,1,0,0.0,0.0046461584937966816
2026-01-30,AAPL,254.69678984095316,261.41430490835,251.7123292610244,258.9988098144531,92443400,0.0,0.0046461584937966816,257.09833374023435,252.94505310058594,0.013367866422829285,0.0,0.0,1,0,0.0,0.04058126002356821
2026-02-02,AAPL,259.5478036352127,269.9883982625768,258.7293169184304,269.5093078613281,73913400,0.0,0.04058126002356821,260.01292419433594,254.39037017822267,0.01772508357891681,0.0,0.0,0,1,-0.0019629088916998105,-0.0019629088916998105
2026-02-03,AAPL,268.70080609664296,271.3758289780004,267.11372779647115,268.98028564453125,64394700,0.0,-0.0019629088916998105,262.2507781982422,256.6641479492188,0.01869522743552365,0.0,0.0,1,1,0.02601286642781786,0.02601286642781786
2026-02-04,AAPL,271.7850411492978,278.432693698261,271.7850411492978,275.97723388671875,90545700,0.0,0.02601286642781786,266.2533325195312,259.5427963256836,0.01754589696903829,0.0,0.0,0,1,-0.002097593092373451,-0.002097593092373451
2026-02-05,AAPL,277.6142303156022,278.98168486317746,272.72332314901723,275.3983459472656,52977400,0.0,-0.002097593092373451,269.7727966308594,262.29368591308594,0.019044178467443534,0.0,0.0,1,0,0.0,0.008009748840153375
2026-02-06,AAPL,276.6060720438839,280.3890519626743,276.4164219647768,277.6042175292969,50453400,0.0,0.008009748840153375,273.49387817382814,265.2961059570313,0.01871258510971472,0.0,0.0,0,0,0.0,-0.01166048390953256
2026-02-09,AAPL,277.6541982366954,277.9439398399519,271.4499228389202,274.3672180175781,44623400,0.0,-0.01166048390953256,274.4654602050781,267.239192199707,0.014300831809944304,0.0,0.0,0,0,0.0,-0.003422959769044165
2026-02-10,AAPL,274.6369782150198,275.11651686144285,272.68876099546605,273.4280700683594,34376900,0.0,-0.003422959769044165,275.3550170898437,268.80289764404296,0.01445839702720968,0.0,0.0,1,0,0.0,0.006650117732854843
2026-02-11,AAPL,274.44714753122867,279.92208361183503,274.1973776592452,275.24639892578125,51931300,0.0,0.006650117732854843,275.20885009765624,270.73109130859376,0.008049725428173091,0.0,0.0,0,0,0.0,-0.04998173910671744
2026-02-12,AAPL,275.3363333447182,275.46621856633783,259.94051360693726,261.4891052246094,81077200,0.0,-0.04998173910671744,272.427001953125,271.0998992919922,0.0236965121092113,0.0,0.0,0,0,0.0,-0.022733450234726726
2026-02-13,AAPL,261.7688319830923,261.9886306947134,255.21485759663088,255.5445556640625,56290700,0.0,-0.022733450234726726,268.01506958007815,270.7544738769531,0.021736348022898602,0.0,0.0,1,1,0.03166790148756515,0.03166790148756515
